,Pocket Cards,Pair,Suited,Connected,Win Pct1,Win Pct2,Win Pct3,Win Pct4,Win Pct5,Win Pct6,Win Pct7,Win Pct8
415,"[(10, 'Heart'), (11, 'Heart')]",False,True,True,62.0,44.0,27.0,34.0,22.0,18.0,20.0,30.0
416,"[(2, 'Heart'), (11, 'Club')]",False,False,False,51.0,28.000000000000004,25.0,15.0,11.0,11.0,11.0,6.0
417,"[(8, 'Diamond'), (12, 'Spade')]",False,False,False,60.0,31.0,27.0,24.0,22.0,23.0,18.0,15.0
418,"[(5, 'Heart'), (9, 'Diamond')]",False,False,False,44.0,31.0,18.0,13.0,15.0,11.0,10.0,13.0
419,"[(4, 'Heart'), (5, 'Diamond')]",False,False,True,50.0,27.0,24.0,24.0,16.0,11.0,10.0,14.000000000000002
420,"[(8, 'Diamond'), (10, 'Diamond')]",False,True,False,47.0,42.0,33.0,26.0,24.0,20.0,20.0,13.0
421,"[(6, 'Spade'), (11, 'Diamond')]",False,False,False,63.0,35.0,20.0,18.0,17.0,14.000000000000002,15.0,9.0
422,"[(4, 'Diamond'), (9, 'Spade')]",False,False,False,36.0,26.0,25.0,14.000000000000002,14.000000000000002,16.0,7.000000000000001,6.0
423,"[(2, 'Diamond'), (6, 'Club')]",False,False,False,41.0,27.0,22.0,13.0,8.0,14.000000000000002,10.0,8.0
424,"[(4, 'Club'), (6, 'Diamond')]",False,False,False,49.0,36.0,19.0,21.0,6.0,9.0,8.0,6.0
425,"[(4, 'Spade'), (14, 'Club')]",False,False,False,62.0,41.0,31.0,27.0,24.0,26.0,19.0,16.0
426,"[(3, 'Diamond'), (4, 'Diamond')]",False,True,True,45.0,26.0,21.0,16.0,9.0,18.0,17.0,17.0
427,"[(3, 'Heart'), (7, 'Diamond')]",False,False,False,32.0,25.0,22.0,10.0,13.0,5.0,8.0,9.0
428,"[(13, 'Club'), (14, 'Spade')]",False,False,True,68.0,50.0,43.0,33.0,28.999999999999996,24.0,25.0,24.0
429,"[(5, 'Diamond'), (14, 'Diamond')]",False,True,False,61.0,41.0,34.0,35.0,27.0,30.0,21.0,26.0
430,"[(2, 'Spade'), (2, 'Club')]",True,False,False,54.0,34.0,19.0,18.0,13.0,11.0,12.0,10.0
431,"[(4, 'Spade'), (10, 'Diamond')]",False,False,False,49.0,26.0,24.0,15.0,12.0,17.0,15.0,13.0
432,"[(4, 'Diamond'), (4, 'Club')]",True,False,False,55.00000000000001,27.0,26.0,16.0,13.0,13.0,20.0,13.0
433,"[(3, 'Club'), (4, 'Diamond')]",False,False,True,50.0,31.0,23.0,14.000000000000002,17.0,13.0,15.0,8.0
434,"[(3, 'Club'), (9, 'Spade')]",False,False,False,40.0,23.0,18.0,12.0,19.0,13.0,13.0,6.0
435,"[(7, 'Spade'), (13, 'Spade')]",False,True,False,73.0,42.0,28.999999999999996,35.0,25.0,24.0,9.0,16.0
436,"[(2, 'Club'), (11, 'Spade')]",False,False,False,57.99999999999999,27.0,21.0,17.0,17.0,8.0,9.0,8.0
437,"[(6, 'Heart'), (14, 'Club')]",False,False,False,65.0,41.0,30.0,27.0,17.0,18.0,13.0,16.0
438,"[(7, 'Club'), (14, 'Diamond')]",False,False,False,63.0,46.0,41.0,23.0,14.000000000000002,19.0,12.0,13.0
439,"[(5, 'Club'), (8, 'Diamond')]",False,False,False,47.0,26.0,23.0,25.0,11.0,13.0,17.0,12.0
440,"[(7, 'Heart'), (11, 'Diamond')]",False,False,False,53.0,36.0,30.0,16.0,17.0,14.000000000000002,10.0,12.0
441,"[(6, 'Diamond'), (7, 'Club')]",False,False,True,48.0,33.0,22.0,14.000000000000002,16.0,14.000000000000002,15.0,19.0
442,"[(6, 'Diamond'), (13, 'Club')]",False,False,False,54.0,42.0,24.0,28.999999999999996,20.0,17.0,17.0,11.0
443,"[(4, 'Club'), (11, 'Club')]",False,True,False,50.0,45.0,21.0,21.0,17.0,19.0,17.0,7.000000000000001
444,"[(10, 'Club'), (14, 'Heart')]",False,False,False,63.0,40.0,41.0,34.0,27.0,20.0,15.0,18.0
445,"[(4, 'Spade'), (8, 'Spade')]",False,True,False,49.0,22.0,25.0,17.0,10.0,13.0,11.0,11.0
446,"[(10, 'Diamond'), (14, 'Heart')]",False,False,False,69.0,47.0,32.0,24.0,36.0,13.0,17.0,19.0
447,"[(3, 'Heart'), (11, 'Club')]",False,False,False,46.0,26.0,19.0,11.0,13.0,16.0,4.0,8.0
448,"[(3, 'Spade'), (13, 'Diamond')]",False,False,False,52.0,36.0,22.0,20.0,15.0,17.0,13.0,13.0
449,"[(9, 'Heart'), (13, 'Spade')]",False,False,False,59.0,47.0,34.0,24.0,14.000000000000002,18.0,20.0,12.0
450,"[(6, 'Club'), (11, 'Club')]",False,True,False,52.0,34.0,33.0,26.0,21.0,12.0,15.0,10.0
451,"[(2, 'Diamond'), (5, 'Spade')]",False,False,False,40.0,19.0,19.0,16.0,11.0,7.000000000000001,16.0,8.0
452,"[(9, 'Heart'), (10, 'Club')]",False,False,True,60.0,40.0,36.0,23.0,17.0,13.0,12.0,7.000000000000001
453,"[(11, 'Heart'), (14, 'Spade')]",False,False,False,66.0,44.0,33.0,28.999999999999996,31.0,23.0,19.0,17.0
454,"[(7, 'Diamond'), (9, 'Diamond')]",False,True,False,53.0,38.0,32.0,34.0,18.0,14.000000000000002,18.0,15.0
455,"[(9, 'Club'), (13, 'Spade')]",False,False,False,62.0,44.0,28.000000000000004,21.0,27.0,19.0,19.0,21.0
456,"[(6, 'Club'), (14, 'Diamond')]",False,False,False,59.0,39.0,25.0,21.0,19.0,18.0,12.0,13.0
457,"[(4, 'Diamond'), (7, 'Spade')]",False,False,False,51.0,32.0,15.0,20.0,12.0,11.0,8.0,14.000000000000002
458,"[(7, 'Diamond'), (11, 'Diamond')]",False,True,False,52.0,42.0,26.0,22.0,20.0,14.000000000000002,12.0,16.0
459,"[(5, 'Spade'), (14, 'Spade')]",False,True,False,57.99999999999999,43.0,37.0,34.0,26.0,19.0,26.0,19.0
460,"[(9, 'Spade'), (12, 'Club')]",False,False,False,63.0,43.0,27.0,13.0,16.0,17.0,17.0,12.0
461,"[(8, 'Diamond'), (9, 'Heart')]",False,False,True,48.0,43.0,26.0,24.0,27.0,13.0,8.0,14.000000000000002
462,"[(11, 'Spade'), (12, 'Spade')]",False,True,True,66.0,46.0,40.0,39.0,28.999999999999996,21.0,27.0,16.0
463,"[(3, 'Club'), (11, 'Club')]",False,True,False,55.00000000000001,31.0,24.0,15.0,19.0,12.0,13.0,19.0
464,"[(5, 'Club'), (8, 'Spade')]",False,False,False,53.0,31.0,25.0,20.0,12.0,13.0,7.000000000000001,7.000000000000001
465,"[(13, 'Diamond'), (14, 'Spade')]",False,False,True,71.0,62.0,40.0,38.0,24.0,24.0,19.0,24.0
466,"[(4, 'Spade'), (5, 'Heart')]",False,False,True,42.0,33.0,16.0,13.0,12.0,13.0,13.0,12.0
467,"[(3, 'Spade'), (3, 'Club')]",True,False,False,49.0,28.000000000000004,26.0,21.0,18.0,8.0,10.0,15.0
468,"[(3, 'Heart'), (12, 'Spade')]",False,False,False,55.00000000000001,36.0,13.0,13.0,14.000000000000002,16.0,13.0,11.0
469,"[(2, 'Heart'), (6, 'Spade')]",False,False,False,38.0,16.0,13.0,13.0,15.0,11.0,7.000000000000001,5.0
470,"[(4, 'Club'), (10, 'Diamond')]",False,False,False,36.0,24.0,24.0,16.0,18.0,10.0,9.0,14.000000000000002
471,"[(5, 'Diamond'), (8, 'Spade')]",False,False,False,45.0,31.0,20.0,16.0,15.0,16.0,11.0,13.0
472,"[(7, 'Diamond'), (14, 'Diamond')]",False,True,False,59.0,46.0,43.0,24.0,30.0,25.0,15.0,20.0
473,"[(3, 'Heart'), (10, 'Heart')]",False,True,False,43.0,26.0,25.0,20.0,22.0,10.0,16.0,16.0
474,"[(10, 'Spade'), (14, 'Spade')]",False,True,False,65.0,54.0,32.0,32.0,35.0,25.0,23.0,23.0
475,"[(6, 'Diamond'), (14, 'Spade')]",False,False,False,52.0,41.0,32.0,20.0,22.0,21.0,24.0,20.0
476,"[(2, 'Club'), (6, 'Club')]",False,True,False,33.0,25.0,24.0,23.0,17.0,17.0,9.0,8.0
477,"[(6, 'Heart'), (13, 'Diamond')]",False,False,False,57.99999999999999,38.0,36.0,17.0,19.0,24.0,12.0,9.0
478,"[(8, 'Diamond'), (13, 'Heart')]",False,False,False,65.0,46.0,27.0,24.0,18.0,18.0,18.0,12.0
479,"[(10, 'Heart'), (11, 'Spade')]",False,False,True,54.0,43.0,28.999999999999996,24.0,24.0,24.0,21.0,17.0
480,"[(9, 'Heart'), (11, 'Diamond')]",False,False,False,67.0,36.0,32.0,33.0,19.0,21.0,22.0,26.0
481,"[(4, 'Diamond'), (8, 'Spade')]",False,False,False,40.0,23.0,17.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,8.0
482,"[(8, 'Diamond'), (13, 'Spade')]",False,False,False,61.0,37.0,34.0,30.0,21.0,22.0,17.0,14.000000000000002
483,"[(10, 'Diamond'), (14, 'Club')]",False,False,False,57.99999999999999,37.0,35.0,25.0,22.0,27.0,14.000000000000002,11.0
484,"[(8, 'Heart'), (10, 'Heart')]",False,True,False,43.0,35.0,22.0,15.0,18.0,18.0,15.0,19.0
485,"[(8, 'Heart'), (12, 'Club')]",False,False,False,56.99999999999999,42.0,28.000000000000004,14.000000000000002,23.0,19.0,20.0,13.0
486,"[(2, 'Club'), (12, 'Diamond')]",False,False,False,44.0,28.000000000000004,18.0,15.0,19.0,10.0,9.0,12.0
487,"[(2, 'Spade'), (12, 'Heart')]",False,False,False,59.0,34.0,18.0,17.0,17.0,11.0,12.0,16.0
488,"[(12, 'Club'), (14, 'Club')]",False,True,False,66.0,49.0,49.0,28.999999999999996,30.0,25.0,25.0,24.0
489,"[(8, 'Club'), (11, 'Spade')]",False,False,False,49.0,40.0,23.0,18.0,19.0,18.0,13.0,8.0
490,"[(6, 'Club'), (13, 'Spade')]",False,False,False,62.0,45.0,20.0,23.0,17.0,11.0,19.0,18.0
491,"[(6, 'Heart'), (7, 'Spade')]",False,False,True,47.0,43.0,26.0,18.0,11.0,14.000000000000002,13.0,13.0
492,"[(3, 'Diamond'), (10, 'Spade')]",False,False,False,48.0,20.0,25.0,12.0,8.0,13.0,14.000000000000002,8.0
493,"[(3, 'Spade'), (7, 'Heart')]",False,False,False,37.0,30.0,22.0,12.0,12.0,8.0,8.0,12.0
494,"[(9, 'Spade'), (9, 'Club')]",True,False,False,73.0,57.99999999999999,49.0,32.0,28.999999999999996,28.000000000000004,25.0,17.0
495,"[(11, 'Spade'), (14, 'Heart')]",False,False,False,61.0,46.0,34.0,41.0,26.0,23.0,16.0,25.0
496,"[(5, 'Diamond'), (14, 'Heart')]",False,False,False,57.99999999999999,42.0,37.0,28.999999999999996,21.0,14.000000000000002,13.0,16.0
497,"[(3, 'Club'), (10, 'Diamond')]",False,False,False,42.0,31.0,18.0,20.0,7.000000000000001,11.0,5.0,9.0
498,"[(8, 'Spade'), (8, 'Club')]",True,False,False,67.0,49.0,37.0,36.0,33.0,20.0,19.0,20.0
499,"[(3, 'Heart'), (7, 'Heart')]",False,True,False,39.0,20.0,21.0,18.0,11.0,13.0,9.0,10.0
500,"[(2, 'Spade'), (7, 'Spade')]",False,True,False,41.0,25.0,19.0,16.0,8.0,11.0,13.0,12.0
501,"[(3, 'Heart'), (6, 'Spade')]",False,False,False,37.0,30.0,25.0,15.0,10.0,7.000000000000001,6.0,10.0
502,"[(2, 'Spade'), (9, 'Club')]",False,False,False,40.0,30.0,20.0,10.0,20.0,13.0,6.0,5.0
503,"[(5, 'Spade'), (8, 'Spade')]",False,True,False,44.0,35.0,28.000000000000004,19.0,26.0,24.0,15.0,16.0
504,"[(6, 'Heart'), (13, 'Club')]",False,False,False,54.0,38.0,22.0,18.0,15.0,16.0,14.000000000000002,9.0
505,"[(8, 'Heart'), (14, 'Heart')]",False,True,False,62.0,50.0,35.0,32.0,21.0,19.0,19.0,18.0
506,"[(3, 'Spade'), (11, 'Heart')]",False,False,False,39.0,31.0,18.0,9.0,11.0,9.0,12.0,5.0
507,"[(4, 'Heart'), (14, 'Club')]",False,False,False,62.0,40.0,26.0,22.0,19.0,26.0,19.0,11.0
508,"[(7, 'Club'), (12, 'Spade')]",False,False,False,48.0,33.0,31.0,26.0,11.0,14.000000000000002,11.0,10.0
509,"[(5, 'Club'), (12, 'Club')]",False,True,False,60.0,45.0,27.0,30.0,28.000000000000004,10.0,16.0,10.0
510,"[(3, 'Heart'), (5, 'Diamond')]",False,False,False,36.0,21.0,20.0,22.0,13.0,14.000000000000002,12.0,9.0
511,"[(6, 'Spade'), (14, 'Heart')]",False,False,False,71.0,46.0,24.0,28.999999999999996,24.0,19.0,21.0,19.0
512,"[(6, 'Heart'), (10, 'Heart')]",False,True,False,50.0,36.0,21.0,22.0,21.0,19.0,15.0,11.0
513,"[(5, 'Diamond'), (10, 'Diamond')]",False,True,False,49.0,31.0,18.0,22.0,12.0,13.0,16.0,10.0
514,"[(6, 'Spade'), (9, 'Heart')]",False,False,False,49.0,30.0,25.0,18.0,7.000000000000001,14.000000000000002,10.0,7.000000000000001
515,"[(3, 'Heart'), (8, 'Heart')]",False,True,False,40.0,22.0,25.0,19.0,20.0,17.0,12.0,14.000000000000002
516,"[(2, 'Diamond'), (2, 'Club')]",True,False,False,48.0,34.0,20.0,19.0,20.0,17.0,14.000000000000002,12.0
517,"[(8, 'Diamond'), (9, 'Spade')]",False,False,True,57.99999999999999,34.0,30.0,22.0,21.0,18.0,11.0,10.0
518,"[(7, 'Diamond'), (8, 'Spade')]",False,False,True,43.0,37.0,30.0,24.0,13.0,16.0,13.0,11.0
519,"[(5, 'Club'), (13, 'Heart')]",False,False,False,60.0,37.0,24.0,21.0,22.0,10.0,9.0,16.0
520,"[(11, 'Club'), (14, 'Heart')]",False,False,False,63.0,43.0,42.0,31.0,31.0,20.0,24.0,11.0
521,"[(5, 'Club'), (6, 'Heart')]",False,False,True,47.0,33.0,22.0,16.0,11.0,15.0,15.0,12.0
522,"[(6, 'Heart'), (14, 'Heart')]",False,True,False,74.0,43.0,28.999999999999996,22.0,19.0,26.0,20.0,15.0
523,"[(10, 'Club'), (12, 'Club')]",False,True,False,54.0,54.0,40.0,40.0,30.0,22.0,24.0,26.0
524,"[(4, 'Club'), (9, 'Heart')]",False,False,False,48.0,30.0,10.0,17.0,15.0,10.0,11.0,8.0
525,"[(4, 'Diamond'), (12, 'Heart')]",False,False,False,55.00000000000001,31.0,27.0,18.0,23.0,13.0,14.000000000000002,9.0
526,"[(6, 'Diamond'), (7, 'Diamond')]",False,True,True,46.0,28.999999999999996,34.0,18.0,18.0,20.0,13.0,23.0
527,"[(8, 'Heart'), (11, 'Diamond')]",False,False,False,49.0,37.0,25.0,18.0,22.0,14.000000000000002,16.0,12.0
528,"[(9, 'Heart'), (14, 'Spade')]",False,False,False,70.0,43.0,35.0,28.999999999999996,18.0,19.0,26.0,12.0
529,"[(8, 'Spade'), (11, 'Spade')]",False,True,False,55.00000000000001,35.0,27.0,24.0,18.0,21.0,20.0,20.0
530,"[(3, 'Club'), (11, 'Diamond')]",False,False,False,54.0,28.999999999999996,28.000000000000004,28.999999999999996,6.0,10.0,3.0,12.0
531,"[(4, 'Club'), (13, 'Diamond')]",False,False,False,51.0,33.0,32.0,22.0,17.0,12.0,10.0,16.0
532,"[(11, 'Heart'), (13, 'Club')]",False,False,False,65.0,50.0,31.0,32.0,27.0,18.0,30.0,15.0
533,"[(7, 'Diamond'), (10, 'Spade')]",False,False,False,60.0,36.0,21.0,21.0,18.0,13.0,14.000000000000002,24.0
534,"[(3, 'Spade'), (5, 'Heart')]",False,False,False,46.0,23.0,17.0,13.0,11.0,13.0,13.0,10.0
535,"[(2, 'Heart'), (9, 'Diamond')]",False,False,False,42.0,22.0,17.0,8.0,9.0,4.0,10.0,11.0
536,"[(2, 'Club'), (13, 'Spade')]",False,False,False,54.0,37.0,26.0,14.000000000000002,10.0,15.0,10.0,10.0
537,"[(4, 'Diamond'), (11, 'Diamond')]",False,True,False,47.0,39.0,22.0,25.0,24.0,22.0,23.0,11.0
538,"[(5, 'Heart'), (6, 'Club')]",False,False,True,44.0,23.0,18.0,20.0,17.0,11.0,8.0,8.0
539,"[(2, 'Diamond'), (13, 'Club')]",False,False,False,62.0,34.0,23.0,18.0,19.0,12.0,15.0,11.0
540,"[(3, 'Diamond'), (10, 'Diamond')]",False,True,False,49.0,31.0,26.0,21.0,17.0,12.0,15.0,11.0
541,"[(5, 'Club'), (7, 'Club')]",False,True,False,62.0,35.0,26.0,16.0,13.0,13.0,11.0,13.0
542,"[(4, 'Heart'), (13, 'Spade')]",False,False,False,63.0,31.0,30.0,16.0,11.0,15.0,12.0,13.0
543,"[(2, 'Diamond'), (13, 'Diamond')]",False,True,False,60.0,38.0,20.0,22.0,23.0,19.0,19.0,12.0
544,"[(7, 'Heart'), (12, 'Spade')]",False,False,False,47.0,50.0,23.0,19.0,20.0,8.0,8.0,9.0
545,"[(8, 'Diamond'), (14, 'Club')]",False,False,False,70.0,36.0,48.0,24.0,26.0,22.0,20.0,15.0
546,"[(5, 'Spade'), (14, 'Diamond')]",False,False,False,51.0,49.0,26.0,20.0,28.999999999999996,14.000000000000002,18.0,22.0
547,"[(8, 'Club'), (14, 'Spade')]",False,False,False,63.0,46.0,27.0,23.0,24.0,23.0,14.000000000000002,6.0
548,"[(5, 'Club'), (14, 'Spade')]",False,False,False,56.00000000000001,37.0,26.0,24.0,34.0,14.000000000000002,17.0,9.0
549,"[(2, 'Heart'), (10, 'Diamond')]",False,False,False,41.0,32.0,14.000000000000002,14.000000000000002,16.0,12.0,9.0,7.000000000000001
550,"[(2, 'Club'), (4, 'Spade')]",False,False,False,36.0,19.0,22.0,16.0,12.0,4.0,15.0,9.0
551,"[(6, 'Club'), (11, 'Heart')]",False,False,False,61.0,32.0,20.0,21.0,16.0,13.0,16.0,12.0
552,"[(9, 'Spade'), (10, 'Diamond')]",False,False,True,54.0,42.0,26.0,25.0,19.0,20.0,18.0,18.0
553,"[(5, 'Heart'), (11, 'Heart')]",False,True,False,56.99999999999999,42.0,34.0,26.0,22.0,26.0,15.0,12.0
554,"[(2, 'Diamond'), (9, 'Heart')]",False,False,False,38.0,31.0,15.0,13.0,16.0,7.000000000000001,4.0,4.0
555,"[(5, 'Spade'), (11, 'Diamond')]",False,False,False,57.99999999999999,37.0,32.0,22.0,14.000000000000002,14.000000000000002,10.0,12.0
556,"[(4, 'Spade'), (10, 'Spade')]",False,True,False,45.0,36.0,25.0,24.0,14.000000000000002,15.0,12.0,17.0
557,"[(2, 'Club'), (3, 'Spade')]",False,False,True,28.999999999999996,25.0,18.0,4.0,9.0,10.0,7.000000000000001,6.0
558,"[(6, 'Spade'), (13, 'Heart')]",False,False,False,54.0,42.0,38.0,25.0,17.0,18.0,14.000000000000002,14.000000000000002
559,"[(4, 'Spade'), (12, 'Diamond')]",False,False,False,47.0,32.0,24.0,20.0,24.0,12.0,8.0,11.0
560,"[(6, 'Spade'), (13, 'Diamond')]",False,False,False,62.0,34.0,34.0,22.0,23.0,12.0,20.0,19.0
561,"[(6, 'Club'), (8, 'Club')]",False,True,False,49.0,38.0,28.000000000000004,27.0,23.0,15.0,12.0,15.0
562,"[(6, 'Diamond'), (9, 'Heart')]",False,False,False,55.00000000000001,38.0,27.0,13.0,17.0,15.0,15.0,14.000000000000002
563,"[(14, 'Diamond'), (14, 'Club')]",True,False,False,91.0,74.0,65.0,51.0,61.0,35.0,47.0,36.0
564,"[(5, 'Diamond'), (13, 'Spade')]",False,False,False,61.0,37.0,27.0,26.0,20.0,10.0,13.0,17.0
565,"[(10, 'Diamond'), (11, 'Club')]",False,False,True,61.0,44.0,40.0,19.0,20.0,21.0,22.0,12.0
566,"[(3, 'Club'), (8, 'Spade')]",False,False,False,34.0,27.0,16.0,19.0,8.0,9.0,10.0,9.0
567,"[(2, 'Heart'), (13, 'Diamond')]",False,False,False,53.0,36.0,20.0,17.0,20.0,13.0,12.0,13.0
568,"[(2, 'Spade'), (11, 'Diamond')]",False,False,False,45.0,33.0,24.0,23.0,15.0,9.0,9.0,10.0
569,"[(4, 'Diamond'), (9, 'Club')]",False,False,False,48.0,23.0,20.0,14.000000000000002,13.0,10.0,10.0,5.0
570,"[(2, 'Diamond'), (13, 'Heart')]",False,False,False,57.99999999999999,37.0,27.0,25.0,19.0,11.0,12.0,17.0
571,"[(5, 'Heart'), (6, 'Diamond')]",False,False,True,54.0,36.0,18.0,15.0,19.0,13.0,11.0,10.0
572,"[(2, 'Club'), (5, 'Spade')]",False,False,False,39.0,25.0,14.000000000000002,13.0,14.000000000000002,11.0,10.0,10.0
573,"[(5, 'Spade'), (6, 'Club')]",False,False,True,44.0,38.0,23.0,12.0,15.0,14.000000000000002,11.0,16.0
574,"[(5, 'Club'), (7, 'Heart')]",False,False,False,44.0,21.0,19.0,21.0,12.0,15.0,9.0,12.0
575,"[(9, 'Club'), (10, 'Heart')]",False,False,True,49.0,42.0,31.0,23.0,23.0,16.0,13.0,17.0
576,"[(8, 'Heart'), (10, 'Club')]",False,False,False,56.00000000000001,42.0,28.000000000000004,21.0,17.0,14.000000000000002,11.0,17.0
577,"[(9, 'Diamond'), (10, 'Spade')]",False,False,True,56.99999999999999,40.0,28.999999999999996,23.0,17.0,13.0,9.0,14.000000000000002
578,"[(3, 'Spade'), (12, 'Club')]",False,False,False,59.0,30.0,31.0,19.0,8.0,16.0,9.0,11.0
579,"[(3, 'Spade'), (9, 'Heart')]",False,False,False,50.0,26.0,20.0,12.0,17.0,13.0,7.000000000000001,7.000000000000001
580,"[(10, 'Heart'), (12, 'Heart')]",False,True,False,65.0,46.0,35.0,33.0,23.0,31.0,18.0,18.0
581,"[(6, 'Spade'), (10, 'Spade')]",False,True,False,50.0,31.0,33.0,30.0,20.0,14.000000000000002,15.0,17.0
582,"[(6, 'Diamond'), (7, 'Spade')]",False,False,True,49.0,26.0,24.0,21.0,24.0,13.0,22.0,11.0
583,"[(13, 'Spade'), (14, 'Spade')]",False,True,True,75.0,54.0,44.0,32.0,28.000000000000004,23.0,23.0,19.0
584,"[(10, 'Heart'), (12, 'Spade')]",False,False,False,62.0,42.0,33.0,32.0,13.0,19.0,25.0,14.000000000000002
585,"[(2, 'Heart'), (5, 'Heart')]",False,True,False,43.0,24.0,16.0,23.0,16.0,7.000000000000001,17.0,11.0
586,"[(2, 'Club'), (13, 'Club')]",False,True,False,57.99999999999999,37.0,32.0,24.0,28.000000000000004,28.000000000000004,12.0,19.0
587,"[(3, 'Spade'), (12, 'Diamond')]",False,False,False,47.0,28.999999999999996,21.0,21.0,12.0,13.0,8.0,15.0
588,"[(2, 'Club'), (10, 'Club')]",False,True,False,54.0,25.0,27.0,19.0,11.0,17.0,12.0,14.000000000000002
589,"[(10, 'Spade'), (11, 'Club')]",False,False,True,61.0,39.0,32.0,30.0,28.000000000000004,20.0,14.000000000000002,14.000000000000002
590,"[(4, 'Club'), (8, 'Club')]",False,True,False,42.0,31.0,24.0,23.0,18.0,16.0,8.0,16.0
591,"[(5, 'Club'), (9, 'Diamond')]",False,False,False,47.0,27.0,17.0,16.0,15.0,8.0,9.0,8.0
592,"[(5, 'Diamond'), (11, 'Spade')]",False,False,False,57.99999999999999,31.0,19.0,19.0,20.0,16.0,10.0,11.0
593,"[(5, 'Diamond'), (14, 'Spade')]",False,False,False,55.00000000000001,33.0,28.000000000000004,35.0,21.0,14.000000000000002,22.0,11.0
594,"[(4, 'Spade'), (4, 'Club')]",True,False,False,70.0,41.0,26.0,16.0,24.0,13.0,11.0,10.0
595,"[(9, 'Club'), (11, 'Spade')]",False,False,False,62.0,40.0,28.000000000000004,31.0,20.0,21.0,13.0,15.0
596,"[(11, 'Heart'), (13, 'Spade')]",False,False,False,62.0,47.0,41.0,25.0,16.0,30.0,28.999999999999996,12.0
597,"[(3, 'Diamond'), (13, 'Club')]",False,False,False,47.0,33.0,32.0,17.0,15.0,21.0,12.0,13.0
598,"[(3, 'Heart'), (7, 'Club')]",False,False,False,42.0,28.000000000000004,17.0,12.0,12.0,9.0,9.0,8.0
599,"[(2, 'Spade'), (3, 'Club')]",False,False,True,48.0,25.0,10.0,8.0,8.0,7.000000000000001,5.0,8.0
600,"[(3, 'Heart'), (8, 'Club')]",False,False,False,34.0,28.000000000000004,13.0,12.0,8.0,12.0,7.000000000000001,6.0
601,"[(2, 'Spade'), (11, 'Club')]",False,False,False,50.0,26.0,20.0,14.000000000000002,11.0,8.0,7.000000000000001,9.0
602,"[(12, 'Diamond'), (13, 'Club')]",False,False,True,64.0,49.0,38.0,39.0,28.000000000000004,24.0,17.0,12.0
603,"[(4, 'Club'), (14, 'Club')]",False,True,False,71.0,50.0,30.0,28.999999999999996,32.0,27.0,20.0,21.0
604,"[(2, 'Diamond'), (7, 'Spade')]",False,False,False,44.0,23.0,21.0,13.0,9.0,6.0,7.000000000000001,9.0
605,"[(5, 'Diamond'), (8, 'Diamond')]",False,True,False,50.0,30.0,28.999999999999996,20.0,17.0,12.0,9.0,12.0
606,"[(2, 'Diamond'), (3, 'Club')]",False,False,True,43.0,20.0,16.0,12.0,5.0,4.0,9.0,4.0
607,"[(6, 'Club'), (13, 'Heart')]",False,False,False,51.0,41.0,24.0,26.0,21.0,20.0,11.0,11.0
608,"[(4, 'Diamond'), (9, 'Diamond')]",False,True,False,41.0,26.0,19.0,20.0,17.0,9.0,12.0,18.0
609,"[(7, 'Diamond'), (13, 'Heart')]",False,False,False,56.00000000000001,35.0,24.0,20.0,27.0,19.0,12.0,12.0
610,"[(2, 'Spade'), (7, 'Heart')]",False,False,False,41.0,27.0,25.0,13.0,8.0,7.000000000000001,2.0,8.0
611,"[(3, 'Spade'), (14, 'Heart')]",False,False,False,61.0,35.0,31.0,33.0,14.000000000000002,14.000000000000002,16.0,17.0
612,"[(2, 'Spade'), (14, 'Club')]",False,False,True,56.00000000000001,35.0,30.0,28.000000000000004,19.0,28.000000000000004,12.0,19.0
613,"[(2, 'Club'), (6, 'Spade')]",False,False,False,48.0,25.0,19.0,13.0,9.0,12.0,7.000000000000001,6.0
614,"[(7, 'Spade'), (9, 'Diamond')]",False,False,False,52.0,37.0,21.0,28.000000000000004,24.0,21.0,17.0,12.0
615,"[(12, 'Diamond'), (14, 'Heart')]",False,False,False,71.0,37.0,28.999999999999996,32.0,30.0,28.999999999999996,18.0,17.0
616,"[(7, 'Heart'), (8, 'Spade')]",False,False,True,50.0,33.0,28.000000000000004,14.000000000000002,11.0,15.0,13.0,11.0
617,"[(3, 'Diamond'), (6, 'Heart')]",False,False,False,52.0,30.0,19.0,15.0,5.0,7.000000000000001,9.0,11.0
618,"[(2, 'Club'), (8, 'Diamond')]",False,False,False,43.0,27.0,16.0,15.0,12.0,12.0,8.0,4.0
619,"[(7, 'Diamond'), (9, 'Club')]",False,False,False,48.0,32.0,24.0,24.0,15.0,13.0,11.0,19.0
620,"[(10, 'Spade'), (12, 'Club')]",False,False,False,59.0,37.0,36.0,21.0,25.0,22.0,16.0,21.0
621,"[(13, 'Diamond'), (14, 'Heart')]",False,False,True,66.0,43.0,40.0,28.000000000000004,22.0,23.0,23.0,23.0
622,"[(7, 'Diamond'), (10, 'Diamond')]",False,True,False,55.00000000000001,36.0,31.0,21.0,21.0,16.0,18.0,19.0
623,"[(7, 'Club'), (9, 'Spade')]",False,False,False,54.0,28.999999999999996,28.999999999999996,22.0,21.0,18.0,11.0,9.0
624,"[(9, 'Spade'), (10, 'Heart')]",False,False,True,56.00000000000001,40.0,24.0,27.0,13.0,19.0,14.000000000000002,17.0
