,Pocket Cards,Pair,Suited,Connected,Win Pct1,Win Pct2,Win Pct3,Win Pct4,Win Pct5,Win Pct6,Win Pct7,Win Pct8
206,"[(8, 'Diamond'), (14, 'Heart')]",False,False,False,60.0,40.0,28.000000000000004,28.999999999999996,19.0,23.0,12.0,15.0
207,"[(5, 'Heart'), (14, 'Diamond')]",False,False,False,65.0,43.0,26.0,32.0,26.0,16.0,21.0,12.0
208,"[(6, 'Diamond'), (14, 'Heart')]",False,False,False,59.0,42.0,38.0,16.0,21.0,21.0,14.000000000000002,13.0
209,"[(3, 'Spade'), (12, 'Spade')]",False,True,False,54.0,25.0,27.0,24.0,12.0,18.0,15.0,11.0
210,"[(7, 'Heart'), (13, 'Spade')]",False,False,False,60.0,33.0,35.0,26.0,23.0,24.0,8.0,9.0
211,"[(8, 'Heart'), (14, 'Spade')]",False,False,False,71.0,43.0,32.0,22.0,30.0,20.0,12.0,18.0
212,"[(4, 'Club'), (5, 'Spade')]",False,False,True,45.0,28.999999999999996,22.0,15.0,10.0,13.0,13.0,7.000000000000001
213,"[(6, 'Heart'), (9, 'Club')]",False,False,False,53.0,33.0,19.0,16.0,10.0,20.0,8.0,11.0
214,"[(3, 'Heart'), (5, 'Spade')]",False,False,False,44.0,33.0,13.0,19.0,17.0,9.0,15.0,9.0
215,"[(4, 'Heart'), (10, 'Spade')]",False,False,False,49.0,27.0,22.0,13.0,15.0,7.000000000000001,12.0,10.0
216,"[(2, 'Club'), (13, 'Diamond')]",False,False,False,48.0,26.0,25.0,22.0,20.0,17.0,10.0,8.0
217,"[(3, 'Diamond'), (6, 'Diamond')]",False,True,False,46.0,31.0,17.0,16.0,16.0,15.0,19.0,14.000000000000002
218,"[(3, 'Diamond'), (13, 'Spade')]",False,False,False,50.0,25.0,20.0,24.0,12.0,16.0,12.0,8.0
219,"[(3, 'Club'), (10, 'Heart')]",False,False,False,47.0,31.0,18.0,15.0,15.0,7.000000000000001,13.0,14.000000000000002
220,"[(5, 'Spade'), (5, 'Club')]",True,False,False,62.0,41.0,31.0,21.0,21.0,17.0,17.0,21.0
221,"[(5, 'Club'), (13, 'Spade')]",False,False,False,61.0,40.0,26.0,21.0,13.0,13.0,15.0,7.000000000000001
222,"[(6, 'Diamond'), (11, 'Heart')]",False,False,False,50.0,34.0,21.0,19.0,25.0,14.000000000000002,14.000000000000002,11.0
223,"[(7, 'Spade'), (14, 'Spade')]",False,True,False,59.0,51.0,38.0,20.0,32.0,25.0,20.0,16.0
224,"[(11, 'Club'), (13, 'Club')]",False,True,False,60.0,47.0,38.0,32.0,28.000000000000004,17.0,24.0,27.0
225,"[(6, 'Club'), (7, 'Spade')]",False,False,True,48.0,32.0,24.0,15.0,11.0,18.0,11.0,10.0
226,"[(8, 'Diamond'), (12, 'Club')]",False,False,False,57.99999999999999,46.0,30.0,23.0,21.0,17.0,14.000000000000002,16.0
227,"[(9, 'Heart'), (10, 'Heart')]",False,True,True,57.99999999999999,43.0,34.0,28.000000000000004,23.0,24.0,24.0,17.0
228,"[(9, 'Spade'), (14, 'Club')]",False,False,False,60.0,43.0,28.999999999999996,36.0,22.0,22.0,9.0,15.0
229,"[(3, 'Spade'), (7, 'Diamond')]",False,False,False,43.0,28.000000000000004,20.0,12.0,10.0,8.0,6.0,4.0
230,"[(7, 'Spade'), (7, 'Heart')]",True,False,False,68.0,51.0,38.0,26.0,23.0,16.0,16.0,15.0
231,"[(5, 'Club'), (6, 'Diamond')]",False,False,True,48.0,34.0,28.000000000000004,19.0,16.0,13.0,12.0,14.000000000000002
232,"[(8, 'Spade'), (9, 'Diamond')]",False,False,True,45.0,40.0,26.0,18.0,20.0,8.0,11.0,19.0
233,"[(7, 'Spade'), (8, 'Heart')]",False,False,True,56.00000000000001,38.0,24.0,22.0,13.0,14.000000000000002,12.0,4.0
234,"[(7, 'Heart'), (9, 'Diamond')]",False,False,False,49.0,33.0,28.999999999999996,26.0,22.0,19.0,9.0,8.0
235,"[(5, 'Heart'), (13, 'Spade')]",False,False,False,56.99999999999999,37.0,19.0,26.0,14.000000000000002,16.0,8.0,8.0
236,"[(8, 'Heart'), (13, 'Heart')]",False,True,False,64.0,42.0,34.0,20.0,24.0,28.999999999999996,17.0,18.0
237,"[(9, 'Club'), (10, 'Spade')]",False,False,True,59.0,40.0,27.0,20.0,26.0,18.0,17.0,18.0
238,"[(4, 'Club'), (10, 'Spade')]",False,False,False,47.0,32.0,21.0,14.000000000000002,14.000000000000002,9.0,11.0,10.0
239,"[(12, 'Heart'), (13, 'Spade')]",False,False,True,66.0,52.0,36.0,34.0,21.0,20.0,23.0,18.0
240,"[(5, 'Spade'), (12, 'Heart')]",False,False,False,47.0,35.0,21.0,17.0,20.0,14.000000000000002,10.0,10.0
241,"[(5, 'Diamond'), (7, 'Heart')]",False,False,False,47.0,42.0,21.0,17.0,13.0,16.0,16.0,10.0
242,"[(10, 'Club'), (12, 'Diamond')]",False,False,False,62.0,39.0,40.0,28.000000000000004,25.0,20.0,20.0,16.0
243,"[(5, 'Spade'), (7, 'Heart')]",False,False,False,47.0,31.0,25.0,19.0,16.0,15.0,12.0,12.0
244,"[(8, 'Diamond'), (14, 'Diamond')]",False,True,False,57.99999999999999,50.0,34.0,28.999999999999996,21.0,26.0,17.0,20.0
245,"[(9, 'Spade'), (11, 'Diamond')]",False,False,False,51.0,41.0,26.0,20.0,24.0,18.0,11.0,14.000000000000002
246,"[(4, 'Club'), (6, 'Club')]",False,True,False,43.0,38.0,23.0,21.0,26.0,15.0,13.0,16.0
247,"[(2, 'Spade'), (10, 'Club')]",False,False,False,49.0,30.0,19.0,19.0,15.0,4.0,5.0,9.0
248,"[(11, 'Diamond'), (14, 'Club')]",False,False,False,59.0,39.0,25.0,27.0,18.0,24.0,31.0,19.0
249,"[(8, 'Club'), (9, 'Heart')]",False,False,True,51.0,28.000000000000004,25.0,20.0,23.0,18.0,12.0,13.0
250,"[(4, 'Diamond'), (5, 'Spade')]",False,False,True,39.0,31.0,23.0,18.0,13.0,15.0,13.0,8.0
251,"[(9, 'Diamond'), (11, 'Heart')]",False,False,False,59.0,45.0,26.0,19.0,17.0,21.0,23.0,16.0
252,"[(5, 'Heart'), (12, 'Diamond')]",False,False,False,49.0,28.000000000000004,23.0,18.0,16.0,15.0,11.0,6.0
253,"[(5, 'Spade'), (10, 'Spade')]",False,True,False,50.0,35.0,12.0,27.0,20.0,19.0,11.0,12.0
254,"[(8, 'Diamond'), (10, 'Club')]",False,False,False,48.0,31.0,33.0,21.0,14.000000000000002,18.0,20.0,10.0
255,"[(5, 'Diamond'), (11, 'Diamond')]",False,True,False,48.0,36.0,21.0,19.0,20.0,20.0,20.0,18.0
256,"[(4, 'Heart'), (13, 'Diamond')]",False,False,False,63.0,42.0,32.0,21.0,15.0,7.000000000000001,13.0,14.000000000000002
257,"[(4, 'Heart'), (13, 'Heart')]",False,True,False,54.0,34.0,30.0,35.0,18.0,18.0,19.0,14.000000000000002
258,"[(6, 'Diamond'), (14, 'Diamond')]",False,True,False,64.0,46.0,36.0,28.999999999999996,17.0,24.0,18.0,18.0
259,"[(5, 'Heart'), (11, 'Club')]",False,False,False,52.0,33.0,27.0,18.0,18.0,9.0,11.0,9.0
260,"[(2, 'Club'), (14, 'Spade')]",False,False,True,54.0,33.0,33.0,19.0,16.0,11.0,18.0,16.0
261,"[(3, 'Spade'), (13, 'Club')]",False,False,False,47.0,38.0,24.0,22.0,24.0,16.0,13.0,19.0
262,"[(10, 'Heart'), (11, 'Club')]",False,False,True,59.0,40.0,33.0,33.0,18.0,20.0,14.000000000000002,8.0
263,"[(6, 'Spade'), (14, 'Diamond')]",False,False,False,60.0,31.0,30.0,25.0,18.0,24.0,17.0,13.0
264,"[(12, 'Spade'), (14, 'Spade')]",False,True,False,65.0,55.00000000000001,45.0,37.0,27.0,26.0,23.0,24.0
265,"[(2, 'Spade'), (14, 'Diamond')]",False,False,True,59.0,41.0,26.0,28.000000000000004,22.0,18.0,15.0,13.0
266,"[(12, 'Heart'), (13, 'Diamond')]",False,False,True,59.0,44.0,30.0,30.0,23.0,31.0,19.0,21.0
267,"[(11, 'Spade'), (11, 'Club')]",True,False,False,77.0,60.0,51.0,42.0,32.0,33.0,27.0,20.0
268,"[(8, 'Spade'), (13, 'Heart')]",False,False,False,62.0,38.0,28.000000000000004,17.0,19.0,19.0,14.000000000000002,10.0
269,"[(5, 'Diamond'), (6, 'Heart')]",False,False,True,51.0,35.0,18.0,28.000000000000004,10.0,12.0,15.0,16.0
270,"[(4, 'Diamond'), (12, 'Spade')]",False,False,False,51.0,27.0,28.999999999999996,19.0,21.0,11.0,13.0,18.0
271,"[(5, 'Spade'), (10, 'Diamond')]",False,False,False,45.0,23.0,22.0,17.0,20.0,12.0,11.0,9.0
272,"[(4, 'Heart'), (6, 'Diamond')]",False,False,False,45.0,27.0,16.0,19.0,11.0,11.0,9.0,3.0
273,"[(4, 'Heart'), (6, 'Club')]",False,False,False,46.0,26.0,19.0,17.0,13.0,8.0,7.000000000000001,13.0
274,"[(5, 'Spade'), (9, 'Diamond')]",False,False,False,41.0,25.0,20.0,12.0,16.0,6.0,8.0,4.0
275,"[(2, 'Spade'), (13, 'Heart')]",False,False,False,54.0,28.000000000000004,32.0,19.0,13.0,15.0,18.0,19.0
276,"[(9, 'Heart'), (12, 'Heart')]",False,True,False,62.0,30.0,27.0,40.0,27.0,20.0,12.0,19.0
277,"[(8, 'Club'), (14, 'Diamond')]",False,False,False,77.0,43.0,33.0,28.999999999999996,18.0,14.000000000000002,18.0,16.0
278,"[(5, 'Heart'), (6, 'Spade')]",False,False,True,37.0,35.0,31.0,21.0,15.0,14.000000000000002,11.0,10.0
279,"[(7, 'Heart'), (7, 'Club')]",True,False,False,63.0,45.0,37.0,24.0,30.0,19.0,24.0,19.0
280,"[(6, 'Club'), (12, 'Spade')]",False,False,False,56.00000000000001,41.0,33.0,23.0,17.0,14.000000000000002,12.0,6.0
281,"[(3, 'Heart'), (11, 'Heart')]",False,True,False,56.00000000000001,37.0,21.0,20.0,27.0,17.0,14.000000000000002,16.0
282,"[(3, 'Diamond'), (11, 'Spade')]",False,False,False,43.0,32.0,21.0,17.0,14.000000000000002,12.0,8.0,8.0
283,"[(3, 'Heart'), (9, 'Diamond')]",False,False,False,41.0,24.0,28.999999999999996,20.0,10.0,13.0,7.000000000000001,8.0
284,"[(3, 'Club'), (5, 'Diamond')]",False,False,False,32.0,24.0,22.0,10.0,13.0,14.000000000000002,8.0,8.0
285,"[(6, 'Heart'), (10, 'Diamond')]",False,False,False,50.0,31.0,25.0,19.0,14.000000000000002,11.0,11.0,5.0
286,"[(3, 'Heart'), (13, 'Spade')]",False,False,False,48.0,32.0,25.0,25.0,24.0,12.0,16.0,14.000000000000002
287,"[(5, 'Diamond'), (12, 'Heart')]",False,False,False,45.0,28.999999999999996,18.0,21.0,15.0,11.0,15.0,10.0
288,"[(3, 'Diamond'), (5, 'Diamond')]",False,True,False,42.0,30.0,24.0,28.999999999999996,19.0,16.0,12.0,14.000000000000002
289,"[(6, 'Spade'), (8, 'Heart')]",False,False,False,40.0,35.0,16.0,20.0,12.0,11.0,14.000000000000002,9.0
290,"[(10, 'Spade'), (10, 'Heart')]",True,False,False,67.0,66.0,53.0,38.0,34.0,28.000000000000004,20.0,18.0
291,"[(2, 'Club'), (14, 'Heart')]",False,False,True,57.99999999999999,34.0,24.0,25.0,23.0,16.0,19.0,12.0
292,"[(5, 'Spade'), (13, 'Diamond')]",False,False,False,43.0,32.0,35.0,22.0,19.0,13.0,11.0,11.0
293,"[(12, 'Spade'), (12, 'Heart')]",True,False,False,82.0,64.0,56.99999999999999,43.0,40.0,34.0,25.0,31.0
294,"[(2, 'Heart'), (7, 'Heart')]",False,True,False,47.0,32.0,25.0,14.000000000000002,9.0,15.0,14.000000000000002,9.0
295,"[(8, 'Diamond'), (11, 'Diamond')]",False,True,False,56.99999999999999,49.0,32.0,23.0,24.0,19.0,22.0,20.0
296,"[(2, 'Spade'), (4, 'Club')]",False,False,False,48.0,26.0,21.0,11.0,12.0,13.0,11.0,7.000000000000001
297,"[(7, 'Club'), (8, 'Diamond')]",False,False,True,53.0,38.0,27.0,17.0,9.0,19.0,12.0,10.0
298,"[(4, 'Club'), (11, 'Spade')]",False,False,False,55.00000000000001,27.0,20.0,15.0,17.0,7.000000000000001,12.0,7.000000000000001
299,"[(6, 'Heart'), (12, 'Spade')]",False,False,False,57.99999999999999,39.0,25.0,20.0,20.0,16.0,16.0,13.0
300,"[(4, 'Club'), (12, 'Heart')]",False,False,False,49.0,31.0,28.999999999999996,12.0,25.0,20.0,12.0,7.000000000000001
301,"[(10, 'Heart'), (12, 'Diamond')]",False,False,False,54.0,44.0,36.0,25.0,26.0,21.0,20.0,20.0
302,"[(4, 'Diamond'), (11, 'Heart')]",False,False,False,47.0,32.0,21.0,24.0,11.0,17.0,10.0,11.0
303,"[(2, 'Heart'), (5, 'Club')]",False,False,False,38.0,25.0,15.0,13.0,13.0,10.0,9.0,6.0
304,"[(4, 'Diamond'), (14, 'Heart')]",False,False,False,59.0,32.0,35.0,30.0,20.0,15.0,19.0,13.0
305,"[(11, 'Club'), (14, 'Club')]",False,True,False,67.0,57.99999999999999,41.0,28.999999999999996,31.0,26.0,30.0,23.0
306,"[(5, 'Spade'), (6, 'Spade')]",False,True,True,39.0,34.0,28.000000000000004,23.0,17.0,14.000000000000002,16.0,22.0
307,"[(12, 'Spade'), (13, 'Diamond')]",False,False,True,62.0,49.0,44.0,33.0,25.0,25.0,21.0,21.0
308,"[(4, 'Heart'), (7, 'Heart')]",False,True,False,52.0,30.0,20.0,23.0,19.0,20.0,10.0,18.0
309,"[(4, 'Diamond'), (9, 'Heart')]",False,False,False,38.0,28.999999999999996,23.0,12.0,9.0,14.000000000000002,10.0,14.000000000000002
310,"[(5, 'Heart'), (13, 'Club')]",False,False,False,64.0,37.0,28.000000000000004,22.0,24.0,15.0,11.0,12.0
311,"[(3, 'Diamond'), (9, 'Spade')]",False,False,False,43.0,30.0,23.0,10.0,11.0,10.0,4.0,11.0
312,"[(9, 'Diamond'), (14, 'Club')]",False,False,False,68.0,43.0,38.0,24.0,17.0,10.0,17.0,8.0
313,"[(11, 'Diamond'), (13, 'Spade')]",False,False,False,62.0,43.0,40.0,32.0,21.0,20.0,14.000000000000002,19.0
314,"[(12, 'Spade'), (14, 'Heart')]",False,False,False,64.0,55.00000000000001,31.0,28.000000000000004,30.0,19.0,22.0,20.0
315,"[(12, 'Spade'), (14, 'Club')]",False,False,False,65.0,55.00000000000001,41.0,28.999999999999996,28.000000000000004,21.0,24.0,23.0
316,"[(6, 'Heart'), (8, 'Club')]",False,False,False,56.99999999999999,38.0,15.0,19.0,24.0,15.0,22.0,9.0
317,"[(3, 'Diamond'), (10, 'Club')]",False,False,False,42.0,37.0,15.0,20.0,12.0,9.0,4.0,7.000000000000001
318,"[(8, 'Heart'), (13, 'Diamond')]",False,False,False,60.0,43.0,19.0,26.0,16.0,17.0,21.0,12.0
319,"[(6, 'Club'), (7, 'Heart')]",False,False,True,47.0,33.0,22.0,23.0,17.0,20.0,11.0,12.0
320,"[(7, 'Heart'), (11, 'Spade')]",False,False,False,55.00000000000001,32.0,32.0,24.0,12.0,12.0,14.000000000000002,16.0
321,"[(8, 'Heart'), (8, 'Diamond')]",True,False,False,68.0,53.0,38.0,32.0,19.0,24.0,16.0,16.0
322,"[(13, 'Diamond'), (14, 'Club')]",False,False,True,76.0,39.0,30.0,34.0,28.999999999999996,27.0,28.999999999999996,26.0
323,"[(3, 'Diamond'), (13, 'Diamond')]",False,True,False,61.0,39.0,22.0,22.0,17.0,16.0,16.0,12.0
324,"[(12, 'Diamond'), (13, 'Diamond')]",False,True,True,61.0,48.0,35.0,28.000000000000004,18.0,33.0,23.0,16.0
325,"[(8, 'Diamond'), (11, 'Heart')]",False,False,False,52.0,41.0,26.0,27.0,21.0,17.0,11.0,9.0
326,"[(2, 'Diamond'), (10, 'Heart')]",False,False,False,48.0,26.0,14.000000000000002,20.0,13.0,11.0,8.0,7.000000000000001
327,"[(2, 'Spade'), (6, 'Spade')]",False,True,False,40.0,25.0,14.000000000000002,11.0,14.000000000000002,13.0,9.0,9.0
328,"[(9, 'Club'), (13, 'Heart')]",False,False,False,71.0,36.0,32.0,25.0,19.0,21.0,13.0,17.0
329,"[(13, 'Spade'), (14, 'Club')]",False,False,True,69.0,45.0,39.0,25.0,36.0,31.0,18.0,21.0
330,"[(5, 'Heart'), (14, 'Spade')]",False,False,False,66.0,41.0,28.000000000000004,27.0,26.0,19.0,20.0,18.0
331,"[(5, 'Heart'), (6, 'Heart')]",False,True,True,42.0,33.0,21.0,19.0,24.0,19.0,12.0,17.0
332,"[(9, 'Diamond'), (12, 'Club')]",False,False,False,53.0,40.0,24.0,18.0,28.999999999999996,22.0,18.0,15.0
333,"[(2, 'Club'), (12, 'Heart')]",False,False,False,46.0,32.0,19.0,11.0,14.000000000000002,10.0,10.0,9.0
334,"[(2, 'Club'), (13, 'Heart')]",False,False,False,63.0,31.0,21.0,19.0,13.0,11.0,17.0,7.000000000000001
335,"[(2, 'Diamond'), (3, 'Heart')]",False,False,True,31.0,22.0,14.000000000000002,16.0,9.0,6.0,7.000000000000001,11.0
336,"[(5, 'Spade'), (13, 'Club')]",False,False,False,59.0,48.0,34.0,19.0,23.0,19.0,11.0,18.0
337,"[(2, 'Heart'), (4, 'Club')]",False,False,False,46.0,19.0,17.0,9.0,16.0,8.0,5.0,5.0
338,"[(8, 'Heart'), (12, 'Spade')]",False,False,False,54.0,35.0,34.0,25.0,20.0,14.000000000000002,9.0,7.000000000000001
339,"[(11, 'Heart'), (13, 'Heart')]",False,True,False,73.0,41.0,33.0,24.0,34.0,24.0,27.0,17.0
340,"[(4, 'Spade'), (10, 'Club')]",False,False,False,56.99999999999999,27.0,20.0,22.0,13.0,14.000000000000002,11.0,7.000000000000001
341,"[(6, 'Spade'), (12, 'Club')]",False,False,False,53.0,43.0,15.0,20.0,11.0,22.0,11.0,11.0
342,"[(12, 'Club'), (14, 'Diamond')]",False,False,False,67.0,47.0,40.0,36.0,28.999999999999996,24.0,20.0,12.0
343,"[(7, 'Heart'), (9, 'Spade')]",False,False,False,56.00000000000001,43.0,18.0,20.0,17.0,15.0,15.0,16.0
344,"[(6, 'Heart'), (14, 'Spade')]",False,False,False,50.0,37.0,24.0,24.0,24.0,22.0,16.0,17.0
345,"[(5, 'Spade'), (13, 'Heart')]",False,False,False,60.0,38.0,26.0,17.0,14.000000000000002,16.0,9.0,10.0
346,"[(2, 'Heart'), (10, 'Heart')]",False,True,False,51.0,34.0,20.0,20.0,17.0,18.0,9.0,15.0
347,"[(8, 'Heart'), (14, 'Diamond')]",False,False,False,62.0,41.0,37.0,23.0,20.0,16.0,15.0,16.0
348,"[(7, 'Heart'), (11, 'Club')]",False,False,False,51.0,31.0,20.0,21.0,21.0,15.0,9.0,10.0
349,"[(3, 'Club'), (7, 'Heart')]",False,False,False,36.0,20.0,14.000000000000002,13.0,11.0,10.0,6.0,5.0
350,"[(9, 'Diamond'), (9, 'Club')]",True,False,False,65.0,61.0,46.0,27.0,26.0,23.0,25.0,20.0
351,"[(8, 'Club'), (12, 'Spade')]",False,False,False,59.0,42.0,25.0,18.0,20.0,18.0,21.0,14.000000000000002
352,"[(7, 'Club'), (13, 'Diamond')]",False,False,False,56.00000000000001,51.0,30.0,21.0,12.0,15.0,12.0,13.0
353,"[(3, 'Heart'), (5, 'Heart')]",False,True,False,40.0,40.0,20.0,13.0,15.0,13.0,8.0,9.0
354,"[(4, 'Spade'), (13, 'Heart')]",False,False,False,56.99999999999999,35.0,32.0,12.0,28.000000000000004,18.0,19.0,9.0
355,"[(3, 'Diamond'), (8, 'Club')]",False,False,False,39.0,24.0,21.0,14.000000000000002,12.0,10.0,8.0,10.0
356,"[(10, 'Diamond'), (11, 'Heart')]",False,False,True,60.0,37.0,27.0,28.999999999999996,28.000000000000004,22.0,14.000000000000002,15.0
357,"[(2, 'Diamond'), (5, 'Club')]",False,False,False,43.0,18.0,20.0,12.0,15.0,6.0,12.0,6.0
358,"[(6, 'Heart'), (8, 'Spade')]",False,False,False,52.0,28.999999999999996,28.000000000000004,16.0,20.0,12.0,11.0,8.0
359,"[(3, 'Heart'), (4, 'Diamond')]",False,False,True,37.0,28.000000000000004,16.0,15.0,16.0,7.000000000000001,12.0,9.0
360,"[(3, 'Club'), (9, 'Diamond')]",False,False,False,51.0,28.000000000000004,25.0,14.000000000000002,18.0,10.0,11.0,10.0
361,"[(5, 'Spade'), (7, 'Spade')]",False,True,False,41.0,37.0,26.0,23.0,20.0,19.0,13.0,17.0
362,"[(3, 'Heart'), (8, 'Spade')]",False,False,False,46.0,28.000000000000004,13.0,15.0,13.0,8.0,11.0,10.0
363,"[(3, 'Club'), (9, 'Club')]",False,True,False,48.0,33.0,23.0,20.0,15.0,15.0,10.0,12.0
364,"[(9, 'Club'), (13, 'Club')]",False,True,False,59.0,47.0,31.0,28.000000000000004,26.0,19.0,24.0,18.0
365,"[(6, 'Diamond'), (12, 'Club')]",False,False,False,52.0,32.0,22.0,21.0,16.0,14.000000000000002,10.0,10.0
366,"[(3, 'Heart'), (10, 'Spade')]",False,False,False,39.0,30.0,23.0,20.0,9.0,8.0,10.0,7.000000000000001
367,"[(6, 'Club'), (11, 'Spade')]",False,False,False,48.0,30.0,25.0,16.0,8.0,11.0,16.0,8.0
368,"[(5, 'Heart'), (7, 'Heart')]",False,True,False,44.0,36.0,34.0,20.0,19.0,16.0,16.0,10.0
369,"[(2, 'Diamond'), (8, 'Spade')]",False,False,False,36.0,23.0,13.0,16.0,11.0,9.0,6.0,4.0
370,"[(7, 'Heart'), (8, 'Heart')]",False,True,True,41.0,41.0,28.999999999999996,19.0,24.0,25.0,14.000000000000002,14.000000000000002
371,"[(8, 'Spade'), (8, 'Heart')]",True,False,False,72.0,53.0,37.0,34.0,23.0,23.0,14.000000000000002,12.0
372,"[(14, 'Spade'), (14, 'Heart')]",True,False,False,78.0,72.0,65.0,61.0,55.00000000000001,39.0,42.0,34.0
373,"[(2, 'Spade'), (6, 'Heart')]",False,False,False,45.0,20.0,16.0,13.0,16.0,8.0,7.000000000000001,9.0
374,"[(6, 'Club'), (10, 'Heart')]",False,False,False,52.0,37.0,28.000000000000004,26.0,18.0,19.0,7.000000000000001,3.0
375,"[(4, 'Spade'), (13, 'Club')]",False,False,False,50.0,36.0,30.0,24.0,19.0,23.0,13.0,13.0
376,"[(12, 'Diamond'), (12, 'Club')]",True,False,False,85.0,64.0,54.0,41.0,42.0,37.0,33.0,19.0
377,"[(7, 'Club'), (12, 'Heart')]",False,False,False,49.0,36.0,25.0,26.0,18.0,12.0,21.0,16.0
378,"[(10, 'Diamond'), (12, 'Heart')]",False,False,False,59.0,47.0,43.0,25.0,22.0,18.0,22.0,15.0
379,"[(5, 'Diamond'), (9, 'Diamond')]",False,True,False,39.0,39.0,28.999999999999996,25.0,19.0,15.0,20.0,11.0
380,"[(3, 'Club'), (7, 'Club')]",False,True,False,43.0,33.0,24.0,13.0,18.0,12.0,14.000000000000002,14.000000000000002
381,"[(4, 'Spade'), (11, 'Heart')]",False,False,False,45.0,39.0,23.0,18.0,14.000000000000002,16.0,10.0,14.000000000000002
382,"[(11, 'Spade'), (13, 'Diamond')]",False,False,False,57.99999999999999,45.0,37.0,31.0,26.0,28.999999999999996,16.0,20.0
383,"[(6, 'Club'), (9, 'Diamond')]",False,False,False,42.0,28.000000000000004,22.0,24.0,19.0,7.000000000000001,16.0,7.000000000000001
384,"[(4, 'Heart'), (12, 'Spade')]",False,False,False,44.0,32.0,25.0,15.0,23.0,18.0,7.000000000000001,8.0
385,"[(4, 'Diamond'), (7, 'Club')]",False,False,False,37.0,25.0,12.0,11.0,18.0,11.0,14.000000000000002,3.0
386,"[(2, 'Heart'), (14, 'Spade')]",False,False,True,59.0,40.0,27.0,24.0,22.0,18.0,11.0,14.000000000000002
387,"[(7, 'Spade'), (8, 'Spade')]",False,True,True,50.0,39.0,28.000000000000004,25.0,19.0,20.0,17.0,13.0
388,"[(7, 'Diamond'), (11, 'Spade')]",False,False,False,55.00000000000001,40.0,21.0,20.0,27.0,18.0,11.0,15.0
389,"[(11, 'Club'), (12, 'Heart')]",False,False,True,57.99999999999999,37.0,34.0,26.0,30.0,28.000000000000004,25.0,19.0
390,"[(2, 'Club'), (14, 'Diamond')]",False,False,True,53.0,44.0,39.0,16.0,16.0,25.0,16.0,11.0
391,"[(4, 'Diamond'), (14, 'Club')]",False,False,False,56.00000000000001,54.0,27.0,27.0,28.000000000000004,16.0,16.0,15.0
392,"[(2, 'Club'), (11, 'Heart')]",False,False,False,45.0,31.0,21.0,13.0,14.000000000000002,22.0,11.0,8.0
393,"[(12, 'Diamond'), (14, 'Spade')]",False,False,False,61.0,54.0,38.0,35.0,25.0,24.0,24.0,26.0
394,"[(6, 'Diamond'), (8, 'Club')]",False,False,False,46.0,30.0,23.0,21.0,20.0,17.0,17.0,15.0
395,"[(4, 'Club'), (13, 'Heart')]",False,False,False,56.99999999999999,23.0,28.000000000000004,28.999999999999996,24.0,16.0,12.0,13.0
396,"[(8, 'Spade'), (12, 'Spade')]",False,True,False,53.0,51.0,44.0,28.999999999999996,27.0,21.0,18.0,17.0
397,"[(6, 'Spade'), (11, 'Heart')]",False,False,False,43.0,26.0,22.0,16.0,10.0,13.0,8.0,14.000000000000002
398,"[(10, 'Spade'), (14, 'Club')]",False,False,False,56.99999999999999,36.0,39.0,24.0,21.0,15.0,16.0,15.0
399,"[(11, 'Diamond'), (12, 'Spade')]",False,False,True,61.0,46.0,28.000000000000004,27.0,22.0,22.0,16.0,22.0
400,"[(2, 'Club'), (9, 'Heart')]",False,False,False,43.0,28.000000000000004,15.0,18.0,6.0,12.0,8.0,4.0
401,"[(9, 'Heart'), (11, 'Spade')]",False,False,False,55.00000000000001,35.0,26.0,30.0,18.0,9.0,22.0,18.0
402,"[(2, 'Heart'), (10, 'Spade')]",False,False,False,47.0,23.0,24.0,21.0,9.0,11.0,10.0,4.0
403,"[(4, 'Spade'), (8, 'Diamond')]",False,False,False,48.0,22.0,19.0,16.0,14.000000000000002,10.0,12.0,4.0
404,"[(3, 'Heart'), (9, 'Spade')]",False,False,False,47.0,28.000000000000004,16.0,12.0,12.0,7.000000000000001,8.0,7.000000000000001
405,"[(2, 'Heart'), (9, 'Spade')]",False,False,False,50.0,31.0,22.0,18.0,8.0,9.0,9.0,7.000000000000001
406,"[(6, 'Spade'), (13, 'Club')]",False,False,False,51.0,39.0,34.0,15.0,19.0,25.0,14.000000000000002,16.0
407,"[(7, 'Club'), (9, 'Diamond')]",False,False,False,53.0,40.0,34.0,13.0,25.0,15.0,12.0,12.0
408,"[(4, 'Spade'), (5, 'Club')]",False,False,True,49.0,30.0,21.0,16.0,22.0,18.0,15.0,14.000000000000002
409,"[(4, 'Diamond'), (8, 'Club')]",False,False,False,51.0,34.0,18.0,17.0,11.0,14.000000000000002,10.0,8.0
410,"[(7, 'Diamond'), (12, 'Club')]",False,False,False,60.0,34.0,28.000000000000004,23.0,20.0,11.0,12.0,14.000000000000002
411,"[(7, 'Spade'), (9, 'Club')]",False,False,False,52.0,37.0,26.0,23.0,13.0,16.0,13.0,7.000000000000001
412,"[(11, 'Spade'), (14, 'Club')]",False,False,False,64.0,46.0,41.0,27.0,35.0,26.0,19.0,19.0
413,"[(6, 'Heart'), (9, 'Heart')]",False,True,False,57.99999999999999,40.0,27.0,22.0,18.0,20.0,18.0,14.000000000000002
414,"[(9, 'Heart'), (14, 'Heart')]",False,True,False,71.0,45.0,30.0,25.0,26.0,22.0,15.0,20.0
