pocket_cards,pair,suited,connected,win_pct1,win_pct2,win_pct3,win_pct4,win_pct5,win_pct6,win_pct7,win_pct8
2d_3c,FALSE,FALSE,TRUE,39.7,24.8,16.8,13.5,10.6,10,8.6,7.6
6c_Kh,FALSE,FALSE,FALSE,57.1,34.6,29.4,21.3,17.9,15,14.7,12.9
4d_9d,FALSE,TRUE,FALSE,47,30.6,24.3,18.4,17,13.1,13.2,10.6
7d_Kh,FALSE,FALSE,FALSE,58.8,36.4,27.4,23.1,19,17.5,14.1,14.6
2s_7h,FALSE,FALSE,FALSE,39.9,25.5,16.7,12.5,9.7,8.5,8.1,8.1
3s_Ah,FALSE,FALSE,FALSE,55,38.9,27,22.2,17.8,17.5,16.8,14.5
2s_Ac,FALSE,FALSE,TRUE,56.1,40.3,28.6,23.2,20.2,18.3,14.1,15.3
2c_6s,FALSE,FALSE,FALSE,39.4,25.3,18.2,15.6,12.2,9.2,9.5,6.8
7s_9d,FALSE,FALSE,FALSE,51.6,30.7,24.1,21.4,16.5,16.5,12.5,14.2
Qd_Ah,FALSE,FALSE,FALSE,66.2,43.1,35.7,28,26.3,23.2,22,19.2
7h_8s,FALSE,FALSE,TRUE,47.8,33.5,27,20,20.1,13.8,14.8,10.6
3d_6h,FALSE,FALSE,FALSE,39.6,28.6,19.2,15.3,13.1,10.1,9.2,8.8
2c_8d,FALSE,FALSE,FALSE,43,24.1,18,14.2,9.6,9.9,9.4,8.4
7d_9c,FALSE,FALSE,FALSE,49.4,31.7,22.6,21.8,16.8,14.4,13.6,9.7
Ts_Qc,FALSE,FALSE,FALSE,57.2,40.2,30.6,28,22.7,19.1,18,14.7
Kd_Ah,FALSE,FALSE,TRUE,65.7,49.1,40.4,33.2,30,28.8,23.7,20.4
7d_Td,FALSE,TRUE,FALSE,56.7,34.1,30,23.2,21.7,20.4,16.3,14.8
7c_9s,FALSE,FALSE,FALSE,49,32.8,26.9,19.2,18,13.8,12.8,11.9
9s_Th,FALSE,FALSE,TRUE,53.3,38.2,32.3,25.5,20.1,16.5,14.8,13
3s_6h,FALSE,FALSE,FALSE,43.1,25.2,20.5,15.5,14,11.6,8.5,8.4
3c_6s,FALSE,FALSE,FALSE,41.2,24,17.7,16.2,11.9,11.3,12.5,9.2
3d_7d,FALSE,TRUE,FALSE,43.8,28.5,23,17.3,13.8,13,12.7,12.8
3s_8s,FALSE,TRUE,FALSE,45.4,29.7,22,19.7,13.3,14.1,9.1,11.9
Kc_Ks,TRUE,FALSE,FALSE,83.4,71.3,57.3,50.4,43.2,35.1,32.4,27.4
3h_Ad,FALSE,FALSE,FALSE,57.9,40.7,29.1,24.9,19.4,21,14.2,12.6
3c_Ad,FALSE,FALSE,FALSE,59.3,40.2,27.6,21.2,21.9,17.3,16,13.4
2c_7h,FALSE,FALSE,FALSE,37.5,24.9,16.8,13.4,12.3,8,8.1,7.8
4s_Ad,FALSE,FALSE,FALSE,60.9,40,29.4,23.8,23,17.4,17.2,14
7c_8s,FALSE,FALSE,TRUE,48.4,34.6,21.1,21.9,18.2,15.6,12.2,10.9
5h_Kh,FALSE,TRUE,FALSE,59.9,39.9,31.8,25.7,20.5,17.1,18.8,15.9
2s_5h,FALSE,FALSE,FALSE,38.4,26.7,19.8,13.9,11.5,10.5,8.2,8.6
4c_9s,FALSE,FALSE,FALSE,43.2,31.6,18.1,16.3,14.2,9.4,9.2,6.8
8s_Tc,FALSE,FALSE,FALSE,53.4,33.8,27.9,24.8,18.2,15.8,13.5,12
2h_6c,FALSE,FALSE,FALSE,41.3,24.5,16.7,13.1,10.5,8.7,9,6.8
2h_Qh,FALSE,TRUE,FALSE,56,37.5,25.4,22.3,17.3,16.1,16.2,12.8
8h_9d,FALSE,FALSE,TRUE,48.8,34.7,25.9,21.8,18.7,17.8,13.1,13.1
4h_4s,TRUE,FALSE,FALSE,57.4,36.1,26.6,22.3,17.8,16.8,14.4,13.8
3c_Ks,FALSE,FALSE,FALSE,52.7,36.3,25.9,19.3,17.7,15.3,10.9,11.9
3h_6c,FALSE,FALSE,FALSE,39.6,25.3,20,15.8,12.3,9.7,10.2,9.5
6h_Jd,FALSE,FALSE,FALSE,51,33.3,25.7,17.5,14.9,13.8,11.6,10.5
3d_7s,FALSE,FALSE,FALSE,42.6,28,18.7,13.1,11.2,9.3,9.6,7.4
Td_Kc,FALSE,FALSE,FALSE,58.8,46.5,33.1,26.3,24.8,20.9,19.9,17.7
4s_Jc,FALSE,FALSE,FALSE,48.4,30,24.1,18.8,15.2,12.9,10.1,8.9
Qh_Ac,FALSE,FALSE,FALSE,68.8,49,37.7,31,26.6,22,19.7,20
5c_Td,FALSE,FALSE,FALSE,48,30.2,20.5,16.6,15.9,10.9,11.3,9.6
2s_Qc,FALSE,FALSE,FALSE,49.2,30.1,21.7,19.4,13.5,12.4,9,8.1
3s_5c,FALSE,FALSE,FALSE,43.6,25.8,19.8,17.2,13.1,10.7,11.4,9.3
7c_As,FALSE,FALSE,FALSE,59,43.6,31,27.4,21.5,19.3,15.8,12.6
9c_Jh,FALSE,FALSE,FALSE,56.1,39.2,29.5,24,20,19,15.9,13.6
Ts_Qh,FALSE,FALSE,FALSE,61.1,40.1,34.2,29.8,23.2,22,18,14.1
5h_8h,FALSE,TRUE,FALSE,51.1,35.1,26.3,21,19.8,16.1,16.4,13.5
7s_Ah,FALSE,FALSE,FALSE,59,41.9,33,26.6,21.1,17.6,17,15
4c_7h,FALSE,FALSE,FALSE,45.6,26.9,20.1,16,13.7,12.1,12.3,10.3
3h_Kd,FALSE,FALSE,FALSE,52.8,36.5,27.1,21.8,16.9,12.6,12.5,9.9
Qh_Kc,FALSE,FALSE,TRUE,62.2,48,38,29.5,25.4,22.7,18.9,19.4
2h_7d,FALSE,FALSE,FALSE,40,25.7,17.6,13.9,9.3,9.6,7.8,6.3
5s_9s,FALSE,TRUE,FALSE,48.7,33.1,24.5,21.7,19.6,16.3,13.7,12.6
2c_Th,FALSE,FALSE,FALSE,44,27.8,20.3,15.4,12.6,9.8,9.4,7.6
6h_Tc,FALSE,FALSE,FALSE,49.2,34.1,22.4,17.8,16.8,13.2,10.6,10.4
Jd_Qc,FALSE,FALSE,TRUE,58.5,41.1,35.6,29.4,25.2,19.7,18.1,16.5
4d_Jc,FALSE,FALSE,FALSE,48,28.1,22.2,17.3,14.6,13.1,9.3,8.9
2d_6d,FALSE,TRUE,FALSE,43.1,31.1,20.8,16.3,13.8,12.8,11.1,10.2
3d_4h,FALSE,FALSE,TRUE,43.7,24.9,18.5,15.6,13.3,10.5,7.8,8.9
2h_8c,FALSE,FALSE,FALSE,41.2,25,16,13.8,11.3,7.7,6.2,8.4
2s_Ah,FALSE,FALSE,TRUE,58.9,36.9,28.1,22.9,20.7,15.8,14.5,13.2
6c_Ac,FALSE,TRUE,FALSE,61.5,43.4,33.6,27.3,23.6,22.2,20.3,19.1
Kc_Ah,FALSE,FALSE,TRUE,69.2,48.9,40.5,34.1,30.7,23.8,21.6,19.5
6c_Qd,FALSE,FALSE,FALSE,52.9,36.4,28.6,21.8,17.2,15.3,15,10.6
3d_As,FALSE,FALSE,FALSE,57.6,42,28.8,25.2,21.9,20,15.1,15.1
5s_Qc,FALSE,FALSE,FALSE,52.5,31.9,24.8,19.9,15.4,14.9,13.2,10.7
5h_Ac,FALSE,FALSE,FALSE,57.4,41.8,32.6,25.8,20.7,19.4,16.3,14.5
5s_9c,FALSE,FALSE,FALSE,48.9,32.6,23.3,15.6,15.8,13.4,10.1,7.9
7c_Jh,FALSE,FALSE,FALSE,52.2,33.3,26.6,18.6,16.5,17.3,12.7,13.5
6d_Td,FALSE,TRUE,FALSE,52.4,33.6,26.5,22.9,18.4,17.5,17.5,13.1
4s_Jd,FALSE,FALSE,FALSE,50.6,31.6,20.6,16.4,13.4,12.8,9,10.4
8d_Qh,FALSE,FALSE,FALSE,56.9,39.1,31,21.3,18.4,15.3,14.2,10.7
Kc_Ad,FALSE,FALSE,TRUE,64.2,50.9,39.7,33.4,27.7,25.2,22.2,21.5
7s_Jc,FALSE,FALSE,FALSE,51.4,33.4,26.2,19.5,18.3,14.9,13.8,11.8
3h_Ah,FALSE,TRUE,FALSE,59.9,41.4,35.3,26.6,24.2,23.7,20.7,18.3
5d_7d,FALSE,TRUE,FALSE,48.5,33.5,23.9,24,18.1,15.2,15,12.2
4c_9d,FALSE,FALSE,FALSE,45.9,28.7,20.8,15.5,12.6,8.2,9.2,8.3
2c_4c,FALSE,TRUE,FALSE,39.5,26.2,21.5,16.3,16.5,12.5,12,11.9
3c_4h,FALSE,FALSE,TRUE,44.1,25.8,19.5,16.1,11.5,10.8,10.1,9
Jc_Qd,FALSE,FALSE,TRUE,57.4,41.7,35.4,31.8,23.2,22,19,16.7
4d_Qd,FALSE,TRUE,FALSE,54.9,33.4,26.1,23.8,18.1,14.6,16.1,12.8
2s_Kc,FALSE,FALSE,FALSE,52.7,33.8,27.7,20,16.1,13.9,12.6,10.7
7h_Kh,FALSE,TRUE,FALSE,60.6,42.1,32.6,27.4,23,21.4,19.6,17.9
4h_Ah,FALSE,TRUE,FALSE,60.5,46.6,32.8,29.9,23.7,22.8,17.1,18.6
9c_Qs,FALSE,FALSE,FALSE,57.2,39.5,33.4,24.9,22.2,18.1,14.7,13.9
6s_8s,FALSE,TRUE,FALSE,46.3,35.2,30.2,22.1,18.1,16.1,16.2,16
4h_8d,FALSE,FALSE,FALSE,43.5,29.1,19.7,15.1,14.2,10.5,8.2,7.5
2c_9c,FALSE,TRUE,FALSE,45.5,28.9,24.7,20.8,15.7,16.1,13,12.2
8d_Jc,FALSE,FALSE,FALSE,52.5,36.2,25.2,22.4,19.2,16.8,13.4,12.8
Qd_Qh,TRUE,FALSE,FALSE,81.7,63.6,56.3,43.6,39.8,34.4,27.7,27
4c_4h,TRUE,FALSE,FALSE,57.2,37.3,26.7,20.5,19.2,17.1,14.2,12.4
3d_Qh,FALSE,FALSE,FALSE,49.7,30.1,21.8,19,15.5,12.8,10.1,10.2
9c_Qc,FALSE,TRUE,FALSE,56.7,42.5,32.4,28.2,25.1,21.4,20.5,20.5
5c_7s,FALSE,FALSE,FALSE,48.6,31.7,23.2,16.1,13.9,14.7,10,11.1
3c_7d,FALSE,FALSE,FALSE,42.6,27.3,21.7,13.9,10.6,10,6.4,7.5
4h_Td,FALSE,FALSE,FALSE,47.5,26.7,23,17.5,15.9,11.7,10.2,9.3
2s_6d,FALSE,FALSE,FALSE,36.9,23.7,15.9,13.5,11.8,9,7.4,8.7
Qc_As,FALSE,FALSE,FALSE,65.3,48.6,35.5,33,26.7,23.1,20.8,20.3
7c_7d,TRUE,FALSE,FALSE,68.9,47.6,34.8,28.6,24,17.8,18.1,15.4
6d_8d,FALSE,TRUE,FALSE,52.2,34.8,26.4,23.7,18.8,15.6,16.1,14.5
Jh_Ad,FALSE,FALSE,FALSE,62.1,47.8,37.7,27,26.5,24.6,19.9,18.5
3c_6h,FALSE,FALSE,FALSE,41.2,26.4,20.1,15.8,13.1,9.7,9.2,10.2
7h_Qd,FALSE,FALSE,FALSE,52.6,36,26.6,20.3,18.9,15.1,14.1,9.9
3d_9h,FALSE,FALSE,FALSE,46.9,25.2,19.8,14.4,13,9.9,8.8,8.1
6d_8h,FALSE,FALSE,FALSE,46.9,34,25.2,18.2,19,14.5,11.8,12.1
4h_Jd,FALSE,FALSE,FALSE,50.7,30.4,21.2,17.1,15.1,11.6,10.1,9.4
2c_8s,FALSE,FALSE,FALSE,39.3,24,15.5,14.2,9.1,9,8.3,7.3
6s_7s,FALSE,TRUE,TRUE,52.2,36.5,28.4,23.2,20,18.6,15.6,14.6
Ac_Ah,TRUE,FALSE,FALSE,86.3,69.7,62.4,57.4,51.4,46,40.7,35.8
2d_Tc,FALSE,FALSE,FALSE,47.6,29.1,20,16,10.5,8.9,11.1,10.9
9c_Jd,FALSE,FALSE,FALSE,54.2,38.1,27.6,22.7,20.4,18.6,13.9,13.7
9s_Js,FALSE,TRUE,FALSE,56.8,37.8,34.5,29.2,23.8,19.8,19.7,18.1
2h_9h,FALSE,TRUE,FALSE,46.5,29.6,21.6,17.7,18,13,13.2,11.1
Ts_Js,FALSE,TRUE,TRUE,61,45.4,36,32.2,25.8,22,21.5,20.8
3c_6d,FALSE,FALSE,FALSE,40.6,25.1,20.8,15.2,11,9.3,8.6,9
4s_8h,FALSE,FALSE,FALSE,44.2,28.6,17.6,18,12.7,9.7,8.6,10.8
Js_Qh,FALSE,FALSE,TRUE,60.7,40.2,32.7,25.8,23.5,22.4,19.2,16.2
4s_6d,FALSE,FALSE,FALSE,43.3,27.8,20.3,17.8,13.1,13.8,12.1,11
4s_5d,FALSE,FALSE,TRUE,44.3,27.4,21.4,16,15.6,11.9,9.7,9.8
6h_Kh,FALSE,TRUE,FALSE,59.7,39.2,30.7,27.5,22.3,19.7,17.4,15.1
2d_7h,FALSE,FALSE,FALSE,40.2,23.1,15.2,11.9,11.4,8.7,9.1,8.4
8s_Ac,FALSE,FALSE,FALSE,61,41.9,33.3,28.5,22.3,19.9,18.5,13.4
8h_Jh,FALSE,TRUE,FALSE,56.5,42.5,29.7,28.1,24.2,18.9,17.3,16.8
3s_Js,FALSE,TRUE,FALSE,51.3,35,28.7,21.6,17.3,14.1,16.2,12.5
9c_Jc,FALSE,TRUE,FALSE,59.7,42.7,35.1,28.9,26.3,22.8,18.8,17.8
2s_7d,FALSE,FALSE,FALSE,38.1,23.5,14.6,13.3,10.7,11,8.3,7
8c_Ac,FALSE,TRUE,FALSE,63.8,44.2,35.4,31.2,26.7,24,21.4,19.2
7h_8c,FALSE,FALSE,TRUE,48.5,33.8,23.7,20,17.5,17.1,12.6,11.9
3h_4c,FALSE,FALSE,TRUE,40.8,29,17.7,13.8,12.3,10.6,8.6,9.8
3s_Ad,FALSE,FALSE,FALSE,57.7,37.3,30.2,24.2,21.1,16.3,16.2,11.9
7c_Qc,FALSE,TRUE,FALSE,56,40.8,29,24,21.7,19,16.6,14.1
2s_Js,FALSE,TRUE,FALSE,50.5,34.5,24.4,23.6,16.2,15.1,14.3,15.5
5h_7d,FALSE,FALSE,FALSE,45.5,30.4,23.1,16.2,16,15.2,10.4,7.8
5c_8c,FALSE,TRUE,FALSE,47.4,33.4,26.1,20.3,18.5,17,15.4,14
4c_5h,FALSE,FALSE,TRUE,44.8,30.1,21.8,17.5,14,11.4,12.9,9.2
Qc_Ah,FALSE,FALSE,FALSE,66.7,50,36.1,31.5,29.2,23.9,20.6,19.4
6d_Jc,FALSE,FALSE,FALSE,49.7,33.6,23.5,19.5,13.4,14.3,13,10.6
Jc_Qc,FALSE,TRUE,TRUE,63.3,43.5,37.6,31.3,28.4,25.6,20.7,20.2
2d_4c,FALSE,FALSE,FALSE,37.4,26.1,16.8,14.4,12,8,8.5,9.5
Th_Kh,FALSE,TRUE,FALSE,62.9,47.1,37.3,32,26.1,23,22.9,19.3
3c_Ac,FALSE,TRUE,FALSE,60.8,41.1,31.1,27.8,25.4,22.1,20.3,18
5h_Qc,FALSE,FALSE,FALSE,52.9,36.6,23.8,17.8,15.3,14.4,13.4,9.7
5h_Th,FALSE,TRUE,FALSE,49.4,34.4,24.6,21.1,19,15.6,12.6,12.9
5d_6c,FALSE,FALSE,TRUE,42.3,31,22.8,16.9,14.9,13.9,14.5,9.6
5c_6s,FALSE,FALSE,TRUE,46.1,31,22.3,17.6,14.5,13.9,12.8,10.6
5s_Ah,FALSE,FALSE,FALSE,62.9,41.9,30.8,25.6,22.6,16.8,17.7,14.9
6s_Ks,FALSE,TRUE,FALSE,58.1,42,29.9,26.3,21.6,19,20.8,16.9
2c_8h,FALSE,FALSE,FALSE,42,25.1,15.8,13.2,10.8,9,9.5,6.5
5c_Th,FALSE,FALSE,FALSE,49.9,32.2,22.7,18.5,15.8,10.4,11.3,8.8
3s_Kh,FALSE,FALSE,FALSE,55.8,33,26.3,19.8,17.7,14.6,12,10.5
6s_7h,FALSE,FALSE,TRUE,49.6,31.8,24.3,20.7,15.3,14.7,11.6,10.6
7d_Jh,FALSE,FALSE,FALSE,51.7,33.6,28,21.8,19.5,14.3,12.8,12.2
9d_Kd,FALSE,TRUE,FALSE,61.8,45.2,36,29.8,22.6,21.5,21.1,18.8
6s_9d,FALSE,FALSE,FALSE,48.9,29.8,23.1,20.1,16.2,13,12.3,9.5
Ks_Ah,FALSE,FALSE,TRUE,68,48.9,38,33.4,29.2,27.4,22.9,20
3d_Jh,FALSE,FALSE,FALSE,48.1,29.4,21.7,14.1,16,11.9,8.3,11
2d_7d,FALSE,TRUE,FALSE,43.3,25.8,20.8,15.8,13.7,13.2,11.8,14.2
Td_Jd,FALSE,TRUE,TRUE,61.2,45.8,32.9,33.2,26.9,22.6,20.4,18.3
2c_4h,FALSE,FALSE,FALSE,42.4,24.1,17,10.6,11.7,10,9.9,8.2
9c_Qd,FALSE,FALSE,FALSE,58.2,39,31,24.5,20.9,20.3,15.9,15.6
5d_6s,FALSE,FALSE,TRUE,44.8,32,23.3,17.9,16.2,12.8,13.2,9.2
2d_Qs,FALSE,FALSE,FALSE,50.2,31.6,21.4,17,15.3,12.1,10.5,11.1
2d_8c,FALSE,FALSE,FALSE,41.3,26.4,18.8,14.6,11,10.7,8.5,6.6
4h_Qc,FALSE,FALSE,FALSE,54.3,33.5,25,19.2,15.8,13.4,11.9,9.6
2h_6h,FALSE,TRUE,FALSE,44.1,27.8,18.9,19.6,15.9,12.4,13.6,10.9
7s_Ts,FALSE,TRUE,FALSE,54.2,36.5,28.1,22.1,21,17.6,15.7,16.3
8s_Ts,FALSE,TRUE,FALSE,55.5,40.6,29.5,26.1,21,20.7,19.7,15.7
Th_Kc,FALSE,FALSE,FALSE,59,46.4,35.6,28.2,25.6,21.1,19.2,15.2
5d_6d,FALSE,TRUE,TRUE,50.6,34,27.4,20.7,20.1,16.7,16.8,14.5
5h_Td,FALSE,FALSE,FALSE,45.7,28.5,21.2,16.8,11.9,11.1,9.6,8.4
Kc_Kd,TRUE,FALSE,FALSE,81.4,69.3,57.1,48.5,43.5,37.7,30.8,30.8
9d_Th,FALSE,FALSE,TRUE,55.6,39.6,31.1,24.8,21,17.9,16,14.6
2c_Ts,FALSE,FALSE,FALSE,46.4,26.9,20.6,14,13.1,10.6,10.3,8.5
9h_Ad,FALSE,FALSE,FALSE,59.1,42.2,34.9,26.4,24.6,19.9,16,15.8
4s_Ks,FALSE,TRUE,FALSE,58.3,38.9,30.8,28,20,19.1,17.3,16.1
2h_Ac,FALSE,FALSE,TRUE,55.8,40.4,28.7,24.5,18.4,18.7,15,12.3
Th_Ah,FALSE,TRUE,FALSE,65.3,48.7,37.9,34.7,30.7,23,22.4,23.2
3s_8d,FALSE,FALSE,FALSE,43.6,26.1,18.7,14.6,11.4,10,8,6.6
6h_9s,FALSE,FALSE,FALSE,46.3,31.5,23,21.3,17,14,9.4,9.8
3d_Ad,FALSE,TRUE,FALSE,59.9,41.9,35.1,29.4,26.6,23.1,20,20
2d_6s,FALSE,FALSE,FALSE,39.4,24,18.5,13.9,11.4,10.7,9.1,7.3
5c_Jh,FALSE,FALSE,FALSE,52.8,31.5,24.5,17.9,14.8,12.8,9.7,11.2
3s_8c,FALSE,FALSE,FALSE,38.8,25.9,18.6,13.8,11,10.8,8.7,6.8
4s_7s,FALSE,TRUE,FALSE,47.1,31.8,25,18.2,16,15.8,13.8,13.5
Js_As,FALSE,TRUE,FALSE,67.7,50.9,36.9,36.9,29.1,25.7,22.7,21
3d_8h,FALSE,FALSE,FALSE,43.2,26.2,19.4,12.9,9.4,8.4,8.3,8.5
Tc_Th,TRUE,FALSE,FALSE,73.1,59.1,47.2,35.1,31.2,26.8,22.2,19.6
Jd_Qd,FALSE,TRUE,TRUE,63.6,44.5,37.5,30.5,30.1,23.7,23.3,19.2
4c_Th,FALSE,FALSE,FALSE,47.2,27.9,20.9,16.1,14,11.5,10.1,10.3
6c_Kd,FALSE,FALSE,FALSE,59.2,38.7,27.6,21,16.2,15.6,14.1,10.8
3d_3h,TRUE,FALSE,FALSE,56.7,33.4,25.4,19.9,15.5,16.7,12.9,13.5
5c_Qh,FALSE,FALSE,FALSE,51.6,37.4,25.4,20.2,16.2,15.1,11.9,10
4c_8s,FALSE,FALSE,FALSE,45.7,26.8,21.2,16.3,14.5,11,10.3,8.8
Qs_Ad,FALSE,FALSE,FALSE,66,49.3,39.8,32.3,29.6,23.9,23.5,20.3
9c_Qh,FALSE,FALSE,FALSE,56.6,39.7,31.8,24.4,20.6,18.2,13.7,13.7
4s_7c,FALSE,FALSE,FALSE,43.4,28.4,19.3,15.7,14.6,10.7,8.3,9
5d_Ts,FALSE,FALSE,FALSE,47.7,27.5,17.7,17.5,15.6,11.1,8.9,11.6
2d_3d,FALSE,TRUE,TRUE,43.5,26.7,22.1,16.8,16.2,11.5,11.4,11.1
7d_Th,FALSE,FALSE,FALSE,51.6,36.1,24.4,19.5,18,12,13.7,14
Td_Ad,FALSE,TRUE,FALSE,63.6,51.9,36.9,33.3,29.4,28.3,23.8,20.7
8h_Ac,FALSE,FALSE,FALSE,62.7,43.5,31,26.9,21.7,18.6,15.3,14.8
2d_2h,TRUE,FALSE,FALSE,51.7,31.7,23.9,19.9,14.7,15.3,13.1,11.7
5h_9c,FALSE,FALSE,FALSE,46.4,29.5,24.6,15.4,13.8,10.6,10.1,9.6
3c_8d,FALSE,FALSE,FALSE,41.4,25.7,18.4,13,12.4,8.9,9.3,8.4
Jd_Kd,FALSE,TRUE,FALSE,63.6,49.8,37.5,31.9,30.3,24.3,21.2,20.8
4h_Kc,FALSE,FALSE,FALSE,54.5,34,27,21.8,17.1,16.7,13.6,13.3
2s_7c,FALSE,FALSE,FALSE,41.3,22.4,16.4,12.3,10.8,8.2,7.7,8.8
3c_Kd,FALSE,FALSE,FALSE,54.9,34.8,27.3,21.1,17.7,15.4,13.4,11.1
4c_Ks,FALSE,FALSE,FALSE,55.2,37.6,25.2,21.2,17.5,16.3,11,12.3
3s_8h,FALSE,FALSE,FALSE,42.8,24.6,17.3,16.1,11.2,9.2,9.1,8.1
5d_5h,TRUE,FALSE,FALSE,64.3,44,30.4,23.2,19.5,18.6,16.3,15.1
Ac_As,TRUE,FALSE,FALSE,83.7,73.9,62.7,58.3,50.1,44.2,38.2,33.2
7s_Kc,FALSE,FALSE,FALSE,55.7,37.3,27.1,20.1,19.6,15.8,13.3,12.3
9d_Ks,FALSE,FALSE,FALSE,61.1,41.4,31.1,25.5,21.7,17.3,15.3,13.4
4s_Qc,FALSE,FALSE,FALSE,51.1,34.3,22.6,18.2,15.5,13.8,13.2,10.3
3s_5s,FALSE,TRUE,FALSE,45.3,33,23.3,22.3,17.4,14.2,13.2,12.1
9d_9h,TRUE,FALSE,FALSE,72.8,53.4,40.5,32.1,26.1,23.1,21.2,16.2
4d_Qc,FALSE,FALSE,FALSE,51.3,31,22.5,19.6,15.5,13.9,10.8,9.1
4c_7d,FALSE,FALSE,FALSE,44.7,28,19.9,15.9,14.7,10.9,10.3,8.4
6s_7c,FALSE,FALSE,TRUE,46.7,33.4,23.8,20.4,15,12.7,12.6,10.1
5c_Ts,FALSE,FALSE,FALSE,50.8,30.4,20.9,18.5,14.3,11.1,10.1,8.7
3c_Kc,FALSE,TRUE,FALSE,56.5,41.3,29.3,22.4,22,17.4,16.9,15.9
2c_Jc,FALSE,TRUE,FALSE,51.4,34.7,25.5,21.5,17.9,16.2,13.8,12.5
4s_Th,FALSE,FALSE,FALSE,49.2,29.7,21.8,15.5,14.4,9.7,9.4,8.6
6s_8c,FALSE,FALSE,FALSE,46.3,33.6,22.6,17.5,17.5,12.5,13.1,10.2
7c_Jd,FALSE,FALSE,FALSE,50.2,36.5,26.3,21.9,17.7,14,13.6,11.8
4s_9d,FALSE,FALSE,FALSE,46.2,28.3,20.1,14.7,12.1,10.8,9.3,9.4
7h_Ts,FALSE,FALSE,FALSE,49.7,34.5,25.7,19.8,17.7,13.5,14.2,8.6
9h_Ts,FALSE,FALSE,TRUE,54.8,38.1,28.9,22.9,20.9,15.9,16.4,11.2
4h_9s,FALSE,FALSE,FALSE,43.4,25.6,19,13,13.2,11,8.9,7.8
2d_Td,FALSE,TRUE,FALSE,51.4,32.9,23.6,18.8,19.1,17.7,11.7,14.5
6h_Ts,FALSE,FALSE,FALSE,48.7,31.6,24.2,19.7,16.5,12,12.2,10
2c_8c,FALSE,TRUE,FALSE,42,28.4,20.9,19.3,14.5,13.2,11.3,10.9
5c_Kd,FALSE,FALSE,FALSE,54.6,37.1,28.2,22.6,17.2,15.2,13.2,12.6
6c_Kc,FALSE,TRUE,FALSE,60.3,39,31.6,23.8,21.9,20.2,17.7,15.8
6c_Ah,FALSE,FALSE,FALSE,57.6,38.9,31.8,24,21.7,16.8,14.7,13.7
4h_5c,FALSE,FALSE,TRUE,44.9,27.4,19.7,16.1,16,11.4,11.7,11.1
9s_Qh,FALSE,FALSE,FALSE,56.1,38.8,32,27.2,22.2,17.7,16.4,13.2
Kd_Kh,TRUE,FALSE,FALSE,81.2,70.6,59.4,50.6,42.2,38.4,34.6,27.6
Ts_Jh,FALSE,FALSE,TRUE,54.7,40.5,30.9,28,21.5,20.9,17.6,15.6
6s_Jc,FALSE,FALSE,FALSE,48.5,32.9,23.3,15.9,16.3,13.5,11.1,10.3
3h_Qc,FALSE,FALSE,FALSE,49.7,31.8,25.3,19.7,15,12,11.6,10.1
Jh_Qd,FALSE,FALSE,TRUE,57.8,40.7,35.6,27.9,24,21.2,17.8,15.7
2h_Kc,FALSE,FALSE,FALSE,53.6,34.8,23.9,21.7,17.4,15.1,13.6,11.6
8h_9s,FALSE,FALSE,TRUE,52.7,34.9,26.7,23.2,18.7,15.8,14.4,13.4
5d_8c,FALSE,FALSE,FALSE,44.9,27.9,21.3,17.1,14.4,11.9,10.6,9.1
6h_8h,FALSE,TRUE,FALSE,51.6,35.2,26.9,22.2,19.8,20.9,14.6,13.8
4d_Kh,FALSE,FALSE,FALSE,51.1,37.1,28,20.7,18.1,13.9,14.4,13.2
2h_8h,FALSE,TRUE,FALSE,43.9,30.1,22.2,19.1,14.3,13.6,12.9,11.3
2h_Qs,FALSE,FALSE,FALSE,49.6,31.2,24,18.9,16.2,13.8,10.1,9.7
8d_9c,FALSE,FALSE,TRUE,51.7,38,28.4,21.3,19.1,15,16.5,13.2
5c_Kc,FALSE,TRUE,FALSE,58,40.2,29.9,24.6,22.9,19.3,18.7,16
7c_Qd,FALSE,FALSE,FALSE,56,36.3,26.9,22.6,15.8,14.5,12.9,11.7
2h_2s,TRUE,FALSE,FALSE,51.5,31.9,23.2,18.3,15.1,13.9,14.9,12.5
5s_8h,FALSE,FALSE,FALSE,47.2,28.9,23.2,15.1,13.3,13.3,12.2,9.2
5c_Jc,FALSE,TRUE,FALSE,52.5,34.6,26,23,18,16.1,14.3,13
4s_7h,FALSE,FALSE,FALSE,44.3,27.1,21.9,16.7,11.9,12.4,8.8,10
4d_7d,FALSE,TRUE,FALSE,47,31.4,24.2,21.9,15,16.3,13.5,13.4
Td_Js,FALSE,FALSE,TRUE,60,42.6,31.6,29.3,21.6,18.8,16,16.7
4c_8h,FALSE,FALSE,FALSE,42.5,26.8,19.7,15.2,12.7,10.7,9.7,7.2
2d_4h,FALSE,FALSE,FALSE,39.5,25.2,17.1,12.5,10.6,11.7,6.3,6.4
3c_6c,FALSE,TRUE,FALSE,46.4,28.8,22.3,18.3,16.9,15.6,13.5,12.6
9d_Ad,FALSE,TRUE,FALSE,62.8,47,37.3,32.6,25.6,23.7,19.6,20.2
8c_Qc,FALSE,TRUE,FALSE,58.6,40.6,29.9,27.4,23.6,19.9,16.3,16.9
